mostype,maanthui,mgemomv,mgemleef,moshoofd,mgodrk,mgodpr,mgodov,mgodge,mrelge,mrelsa,mrelov,mfalleen,mfgekind,mfwekind,moplhoog,moplmidd,mopllaag,mberhoog,mberzelf,mberboer,mbermidd,mberarbg,mberarbo,mska,mskb1,mskb2,mskc,mskd,mhhuur,mhkoop,maut1,maut2,maut0,mzfonds,mzpart,minkm30,mink3045,mink4575,mink7512,mink123m,minkgem,mkoopkla
35,1,3,3,8,0,6,1,3,7,0,2,1,4,5,1,2,6,1,0,2,3,2,3,1,2,3,4,2,2,7,7,1,2,7,2,1,4,4,1,0,4,5
32,1,2,4,7,0,4,2,3,5,0,4,4,4,2,0,2,7,0,0,0,4,0,5,0,1,1,3,5,9,0,7,0,2,9,0,8,1,1,0,0,2,1
39,1,3,3,9,2,4,1,3,8,0,1,1,5,4,1,4,4,1,0,0,6,1,3,0,3,2,4,0,5,4,5,2,3,6,3,2,4,3,1,0,4,5
24,1,2,3,5,0,4,2,3,5,1,3,2,4,3,0,3,6,1,0,1,2,2,5,1,1,2,5,3,8,1,6,1,3,6,3,4,4,1,0,0,3,2
9,1,3,3,3,2,3,2,4,8,1,1,1,5,4,2,1,7,2,0,0,3,3,2,2,1,1,7,0,9,0,6,2,2,7,2,2,3,2,4,0,6,4
31,1,3,3,7,2,2,0,5,6,1,3,3,1,6,0,1,8,3,0,1,0,2,4,0,0,2,3,4,6,3,6,0,3,9,0,3,6,0,0,0,2,1
40,1,4,3,10,1,4,1,4,6,0,3,0,3,6,0,6,3,2,0,5,0,0,3,4,2,3,1,1,0,9,6,1,2,6,3,0,1,8,0,0,5,3
41,1,3,3,10,0,5,0,4,7,2,0,0,3,6,0,4,5,2,0,2,0,4,3,2,0,2,5,0,4,5,7,2,0,5,4,2,2,3,3,0,5,4
39,1,2,4,9,0,4,1,5,3,1,6,3,2,4,0,1,8,1,0,0,1,0,7,0,0,2,2,5,8,1,4,2,4,7,2,7,2,0,0,0,2,5
38,1,3,3,9,1,4,1,4,7,1,2,2,4,3,1,2,6,4,0,0,2,2,1,2,2,3,3,0,2,7,6,2,1,5,4,2,5,2,2,0,4,3
37,1,2,4,8,9,0,0,0,5,1,3,3,5,2,2,4,3,2,0,1,2,0,4,2,2,3,3,1,2,7,4,0,5,7,2,4,2,3,1,2,5,5
35,1,4,3,8,0,4,1,5,6,2,2,0,4,5,0,4,5,4,0,0,3,3,0,0,4,0,5,0,5,4,6,2,2,8,1,0,0,4,5,0,7,5
9,1,4,2,3,0,6,1,3,7,1,2,1,2,7,1,3,6,0,0,0,3,2,4,0,1,3,5,1,8,1,7,1,1,9,0,2,3,4,0,0,4,4
9,1,2,3,3,0,4,1,5,4,3,3,2,3,4,1,4,5,1,0,0,2,3,4,1,1,3,4,1,8,1,6,1,2,8,1,3,4,2,0,0,3,4
11,2,2,5,3,2,4,4,0,5,0,4,4,2,3,2,3,4,4,0,0,2,0,4,4,2,0,0,4,0,9,4,2,4,5,4,3,5,1,1,0,3,6
41,1,2,4,10,0,5,2,2,7,1,1,0,6,3,2,0,7,2,2,3,2,1,2,1,1,4,3,1,1,8,8,0,1,5,4,2,4,3,2,0,4,4
33,2,3,3,8,0,6,1,3,7,0,2,1,3,6,1,2,7,1,0,1,3,3,4,1,2,1,6,1,1,8,8,0,1,8,1,0,2,7,0,0,4,3
34,1,3,2,8,0,7,1,2,8,1,0,0,4,5,0,4,5,0,0,0,5,1,4,0,1,5,4,0,4,5,8,1,0,9,0,2,5,2,2,0,4,6
29,1,3,4,7,2,4,0,4,7,0,2,0,3,6,1,1,7,2,0,0,3,3,3,1,0,2,5,2,1,8,5,2,2,7,2,0,7,2,0,0,3,3
9,1,3,3,3,2,2,3,4,7,1,2,2,2,5,4,3,3,2,0,0,4,2,2,2,3,2,3,0,9,0,5,1,4,4,5,1,3,5,1,1,5,4
8,1,3,3,2,1,4,1,4,9,0,0,0,4,5,3,6,1,2,0,0,4,2,2,2,3,3,2,0,0,9,7,2,0,2,7,0,1,6,3,1,6,7
33,1,4,2,8,0,6,2,1,6,1,2,0,1,8,1,1,8,1,0,0,2,2,5,1,0,1,6,3,8,1,6,1,2,8,1,4,4,2,0,1,3,3
41,1,3,3,10,0,7,0,3,8,1,1,1,3,5,1,4,5,1,1,3,2,3,1,2,1,3,4,0,2,7,5,4,0,6,3,3,4,4,0,0,4,4
10,1,3,2,3,1,2,2,6,9,0,0,0,3,6,3,4,2,4,0,0,3,2,1,4,2,2,3,0,0,9,6,2,2,5,4,0,3,4,3,0,5,8
9,2,3,2,3,0,3,0,6,5,2,4,3,2,5,0,5,4,2,0,2,3,2,2,2,1,3,3,2,5,4,7,2,0,5,4,2,5,2,2,0,4,4
10,1,4,2,3,0,5,0,4,9,0,0,0,3,6,0,4,5,0,0,0,4,5,0,0,0,4,5,0,3,6,7,1,1,5,4,2,7,0,0,0,3,8
3,1,2,3,1,0,6,0,3,9,0,0,0,5,4,0,9,0,0,0,0,5,0,4,0,0,6,3,0,5,4,7,2,0,7,2,0,9,0,0,0,3,6
33,1,3,3,8,1,4,2,3,7,1,1,1,4,4,1,2,7,2,1,1,1,4,2,2,1,2,5,1,2,7,4,4,2,7,2,3,3,3,0,1,4,3
25,1,1,3,6,3,2,1,4,1,0,8,7,1,1,1,4,5,1,1,2,3,0,5,2,1,3,3,2,8,1,1,1,8,6,3,5,3,1,1,0,2,1
38,1,4,2,9,0,2,3,5,6,0,3,2,0,7,0,6,3,0,0,0,7,0,2,0,3,4,3,0,4,5,9,0,0,7,2,0,7,0,2,0,4,4
38,1,3,3,9,1,4,1,5,7,1,2,1,4,4,2,3,4,3,0,2,2,3,1,3,1,3,3,2,3,6,7,2,1,5,4,3,2,3,2,0,4,3
41,1,3,3,10,1,4,1,4,7,1,2,2,4,4,2,4,4,3,1,2,2,2,1,2,2,3,3,1,4,5,6,2,1,5,4,3,3,3,2,1,4,4
13,1,3,2,3,2,4,2,4,7,1,2,2,3,5,3,5,2,3,1,1,4,2,2,3,2,3,2,1,6,3,7,1,2,6,3,1,3,5,1,0,4,6
33,1,2,3,8,0,7,2,0,9,0,0,3,4,3,3,4,3,1,0,0,1,4,4,1,1,5,2,2,2,7,7,0,2,7,2,1,3,4,3,0,7,3
33,1,3,3,8,0,3,4,3,9,0,0,0,1,8,0,4,5,1,0,0,3,5,2,1,2,1,4,3,9,0,5,3,2,7,2,0,3,3,4,0,7,3
31,1,2,4,7,0,2,0,7,9,0,0,0,6,3,0,0,9,0,0,0,2,4,4,0,0,0,7,2,9,0,7,2,0,9,0,5,4,0,0,0,3,1
2,1,2,3,1,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,3,6
36,1,3,3,8,0,7,0,2,7,0,2,0,4,5,0,0,9,0,0,0,2,7,0,0,0,0,9,0,9,0,7,0,2,9,0,3,4,2,2,0,4,3
39,1,3,3,9,1,6,1,2,5,1,3,0,5,4,0,5,4,0,0,0,0,5,4,0,0,0,9,0,0,9,6,1,3,7,2,3,4,3,1,0,4,5
9,1,3,3,3,0,5,0,4,7,0,2,2,4,3,0,7,2,0,0,0,7,0,2,0,3,5,2,0,9,0,9,0,0,9,0,4,5,0,0,0,3,4
39,1,3,2,9,0,5,1,3,7,1,2,0,3,6,0,3,6,0,0,0,0,6,3,0,0,0,9,0,5,4,9,0,0,5,4,0,9,0,0,0,3,5
35,1,2,3,8,0,5,2,2,6,1,2,2,3,4,3,1,6,2,0,0,3,3,2,2,1,2,5,0,2,7,7,0,2,8,1,2,5,2,0,0,3,5
33,1,2,4,8,2,5,0,3,9,0,0,0,6,3,0,5,4,2,0,0,7,0,0,2,3,2,4,0,3,6,7,0,2,6,3,2,4,4,0,0,4,3
22,1,2,2,5,0,3,1,6,6,2,1,1,4,4,2,2,5,2,0,0,3,2,3,2,1,2,5,1,8,1,7,1,2,7,2,2,6,2,0,0,3,2
35,1,2,4,8,0,9,0,0,5,0,4,4,2,3,0,3,6,0,0,2,0,3,5,2,0,0,5,3,0,9,3,2,4,7,2,5,0,4,0,0,2,5
10,1,3,3,3,1,4,1,4,9,0,0,0,5,4,3,5,2,5,0,0,1,1,3,2,2,5,2,0,0,9,7,2,0,2,7,0,2,5,3,1,6,8
38,1,3,2,9,1,0,1,7,4,1,4,1,1,8,4,4,2,4,1,0,2,2,3,2,1,5,2,0,6,3,6,0,3,6,3,3,2,4,1,0,4,5
12,1,4,2,3,0,7,2,0,9,0,0,0,0,8,2,4,4,2,0,0,2,5,0,2,0,3,5,0,4,5,9,0,0,7,2,0,4,5,0,0,5,7
9,1,3,3,3,1,4,1,5,7,1,1,0,5,4,0,8,1,1,1,0,4,2,3,0,0,5,4,1,0,9,6,2,2,8,1,0,8,0,1,0,3,4
24,1,3,3,5,1,4,1,3,6,1,3,2,4,3,0,6,3,5,0,0,4,0,0,1,1,5,2,2,0,9,6,2,2,6,3,2,4,3,0,1,5,2
11,1,2,3,3,1,4,1,5,5,1,4,3,4,2,0,4,5,1,1,2,4,3,1,1,3,3,3,1,2,7,5,1,4,7,2,5,3,2,0,0,3,6
33,1,2,4,8,0,6,0,3,6,0,3,3,1,6,0,1,8,0,2,1,0,6,0,1,0,2,7,0,3,6,5,2,3,8,1,8,1,1,0,0,2,3
9,1,3,3,3,1,2,0,7,5,2,3,2,4,4,2,5,3,4,0,0,0,1,4,2,1,5,2,0,9,0,4,3,3,7,2,2,2,5,1,0,4,4
22,1,2,2,5,0,6,1,2,1,2,6,3,5,1,2,6,2,1,0,0,4,1,3,1,3,4,2,0,9,0,5,1,3,5,4,3,2,5,0,0,4,2
38,1,3,3,9,0,3,0,6,7,0,2,0,4,5,0,0,9,0,0,0,0,5,4,0,0,0,6,3,5,4,5,3,3,9,0,4,5,0,0,0,2,3
37,1,3,3,8,2,4,0,4,7,2,0,0,5,4,2,4,3,3,0,0,5,1,2,3,3,1,3,0,2,7,7,2,0,6,3,2,4,3,1,0,4,4
36,1,2,3,8,1,5,2,3,5,1,3,0,2,7,0,2,7,0,0,0,5,0,4,0,0,4,3,3,9,0,6,1,3,7,2,3,3,4,0,0,4,3
33,1,2,3,8,0,7,0,2,7,0,2,0,6,4,1,4,5,1,1,0,3,3,3,1,2,0,6,0,2,7,7,2,0,2,7,0,6,3,0,0,4,3
40,1,3,4,10,0,7,0,2,6,0,3,2,2,5,0,5,5,3,0,5,1,0,1,3,1,5,1,0,0,9,3,3,3,2,7,2,5,3,0,0,3,3
33,1,2,4,8,3,6,0,0,5,0,4,4,3,3,0,3,6,0,0,0,5,4,0,0,3,0,6,0,0,9,3,3,4,9,0,4,0,3,3,0,4,3
10,1,4,3,3,5,3,1,1,8,1,1,1,1,8,1,5,3,1,0,0,5,3,1,1,3,3,3,0,1,8,9,0,0,5,4,3,2,4,0,0,4,8
13,1,3,3,3,0,7,1,2,8,0,1,1,4,5,0,5,4,2,0,0,5,2,2,2,2,2,4,1,0,9,6,2,2,5,4,0,3,6,0,0,4,6
35,1,3,3,8,1,4,1,5,7,1,2,1,4,4,2,3,4,3,0,2,2,3,1,3,1,3,3,2,3,6,7,2,1,5,4,3,2,3,2,0,4,5
31,1,2,3,7,0,0,2,7,8,0,1,1,6,3,0,3,6,0,0,0,4,3,2,0,1,2,6,0,7,2,7,0,2,7,2,1,8,0,0,0,4,1
22,1,1,2,5,0,5,2,2,1,4,5,5,4,1,1,6,2,1,0,0,6,1,3,1,4,3,3,0,9,0,3,2,4,6,3,3,4,3,0,0,3,2
33,1,3,3,8,0,6,1,2,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,1,2,2,5,2,2,7,7,0,2,7,2,0,4,5,0,0,4,3
29,1,2,3,7,1,6,1,3,4,1,5,3,3,4,0,5,4,1,1,1,5,1,3,1,1,5,3,1,4,5,4,2,4,7,2,6,3,1,0,0,2,3
24,1,2,4,5,1,4,1,5,6,1,2,3,4,3,1,4,5,1,0,0,3,1,6,1,1,2,5,2,4,6,5,1,4,8,1,4,3,2,1,0,3,2
37,1,2,3,8,0,4,1,4,6,1,3,1,6,2,2,2,5,1,0,2,3,3,2,2,1,3,3,1,3,6,4,0,5,7,2,2,3,1,3,2,6,4
10,1,3,3,3,0,9,0,0,7,0,2,2,3,5,5,2,3,3,0,0,3,2,1,2,3,3,2,0,0,9,9,0,0,3,6,2,0,4,4,0,7,8
11,1,2,3,3,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,1,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,6
37,1,2,4,8,0,5,1,4,6,1,3,2,4,3,1,3,6,2,0,1,4,3,2,1,2,2,4,2,4,5,4,0,5,7,2,5,2,2,1,1,3,4
36,1,2,5,8,1,5,2,2,5,1,3,3,5,1,1,5,3,3,1,0,4,1,2,2,3,3,2,1,5,4,7,1,1,5,4,3,3,3,1,0,3,3
4,2,2,4,1,0,5,1,3,6,1,3,3,4,3,3,3,4,3,1,1,3,2,2,3,2,2,3,1,3,6,6,1,3,7,2,3,2,4,1,0,3,6
8,1,3,3,2,0,7,0,2,9,0,0,0,4,5,2,4,4,4,0,0,3,2,0,3,0,3,3,0,4,5,5,4,0,4,5,0,4,5,0,0,5,7
36,1,3,3,8,2,1,0,6,8,0,1,1,1,7,1,5,4,2,1,0,4,3,0,2,2,2,4,0,5,4,6,2,1,2,7,2,3,3,2,1,5,3
31,1,3,3,7,0,9,0,0,5,0,4,0,0,9,0,0,9,0,0,2,0,3,5,0,3,0,6,0,9,0,3,2,4,7,2,9,0,0,0,0,1,1
38,1,3,2,9,0,6,0,3,5,2,2,2,2,5,0,2,7,0,0,0,2,7,0,0,0,0,9,0,2,7,9,0,0,7,2,0,9,0,0,0,3,4
8,1,3,3,2,1,7,0,1,6,0,3,2,4,4,4,3,2,3,0,0,5,1,1,3,2,3,2,0,0,9,6,3,2,5,4,1,4,4,1,0,5,7
31,1,3,3,7,0,2,3,5,6,3,0,0,4,5,0,0,9,0,0,0,0,0,9,0,0,0,9,0,5,4,4,3,3,9,0,0,5,4,0,0,4,1
39,1,2,3,9,0,6,1,3,6,1,3,3,2,5,0,2,7,0,0,1,2,4,3,0,1,2,5,2,6,3,5,1,3,8,1,5,2,3,0,0,3,5
35,1,3,3,8,0,4,0,5,5,2,3,2,2,6,0,4,5,0,0,0,4,4,1,0,0,2,7,1,1,8,6,2,2,8,1,4,1,0,4,0,5,5
8,1,4,3,2,2,5,1,2,6,1,3,0,2,7,4,4,2,3,1,0,5,2,1,2,2,3,2,1,1,8,8,0,1,6,3,1,3,4,3,1,5,7
8,2,3,3,2,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,2,3,2,1,3,6,6,2,2,6,3,2,3,4,2,1,5,7
10,1,3,3,3,0,4,1,5,7,1,2,2,4,4,4,3,3,3,1,0,4,1,2,3,3,1,3,1,6,3,6,2,2,3,6,2,3,3,2,0,5,8
40,1,3,3,10,0,3,0,6,9,0,0,0,4,5,0,0,9,0,0,6,0,3,0,0,0,6,3,0,0,9,7,2,0,7,2,6,3,0,0,0,2,3
35,1,2,4,8,2,5,1,2,8,0,1,2,5,3,1,5,4,2,0,0,3,3,3,1,1,5,4,0,8,1,8,1,1,4,5,2,5,2,0,0,3,5
39,2,5,2,9,1,5,0,3,7,1,2,0,0,9,0,4,5,0,0,0,6,3,0,0,4,0,5,0,2,7,6,2,2,6,3,0,4,5,0,0,4,5
38,1,2,1,9,2,5,0,2,7,2,0,0,6,3,5,3,2,2,2,0,3,4,0,3,3,0,4,0,0,9,7,0,2,4,5,0,0,7,2,0,6,4
1,1,4,3,1,1,5,1,3,6,1,2,0,2,7,8,1,1,6,0,0,2,2,1,5,3,2,1,0,0,9,7,2,1,5,4,0,1,4,5,1,7,8
33,1,3,3,8,0,7,0,2,7,0,2,0,4,5,0,0,9,0,0,0,2,7,0,0,0,0,9,0,9,0,7,0,2,9,0,3,4,2,2,0,4,3
33,1,2,3,8,0,7,0,2,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,2,1,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,3
38,1,4,3,9,1,4,1,4,7,1,2,0,2,7,2,0,7,5,0,0,2,0,3,2,2,5,2,0,6,3,6,2,1,5,4,7,2,0,0,0,2,3
39,1,3,3,9,0,5,1,3,7,1,2,3,2,5,1,3,6,2,1,1,2,3,3,1,1,1,5,2,5,4,5,2,2,7,2,4,4,1,1,1,3,5
2,1,3,3,1,0,2,2,5,9,0,0,0,4,5,2,6,2,2,5,0,2,0,0,3,2,4,0,0,9,0,5,4,0,2,7,0,0,7,2,0,6,6
16,1,2,2,4,0,3,0,6,2,3,4,2,6,1,6,1,3,1,0,0,3,2,4,1,1,5,2,2,7,2,7,0,2,4,5,4,5,1,1,0,2,1
38,1,3,2,9,2,2,2,4,7,0,2,1,1,8,3,2,5,1,0,0,5,1,3,1,1,4,3,2,4,5,7,2,0,7,2,4,4,2,1,0,4,4
36,1,2,3,8,1,5,2,1,6,0,3,3,4,3,0,3,6,1,0,0,4,2,4,1,0,4,5,1,4,5,7,2,1,9,0,1,7,2,0,0,4,3
39,1,3,3,9,0,9,0,0,9,0,0,0,3,6,0,3,6,4,0,0,0,3,3,0,3,0,6,0,0,9,6,2,2,6,3,3,4,2,0,0,3,5
23,1,1,1,5,0,5,1,4,2,1,7,6,2,1,1,7,1,1,0,0,4,1,4,1,1,5,4,0,8,1,3,1,6,8,1,6,3,1,0,0,2,3
32,1,2,3,7,0,5,1,3,6,0,3,3,3,3,0,1,8,0,0,0,4,0,5,0,1,1,5,3,9,0,7,0,2,9,0,6,2,1,0,0,2,1
37,1,2,4,8,9,0,0,0,5,1,3,3,5,2,2,4,3,2,0,1,2,0,4,2,2,3,3,1,2,7,4,0,5,7,2,4,2,3,1,2,5,5
33,1,3,3,8,1,4,2,3,7,1,2,2,3,4,1,3,5,1,1,1,2,3,3,2,2,2,4,1,4,5,6,2,2,7,2,1,4,4,1,0,4,3
11,1,2,3,3,0,0,0,9,5,2,2,2,5,2,2,4,4,3,0,3,0,0,3,3,0,3,4,0,2,7,7,2,0,6,3,5,0,0,4,0,5,6
10,1,3,2,3,0,4,2,4,9,0,0,0,5,4,3,5,2,7,0,0,2,0,0,4,4,0,2,0,0,9,5,4,0,0,9,0,3,6,0,0,5,8
4,1,1,3,1,5,3,0,2,6,0,3,8,1,0,8,1,1,4,0,0,4,0,1,5,3,0,2,0,8,1,5,2,2,3,6,1,1,4,4,1,6,5
2,1,2,4,1,0,5,2,2,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,0,0,0,9,0,5,4,9,0,0,9,0,5,4,0,0,0,3,6
22,1,2,3,5,1,5,0,3,4,0,5,5,3,2,1,4,5,1,0,0,4,4,2,1,3,1,5,1,7,2,4,2,3,6,3,5,1,1,3,1,4,3
9,1,3,2,3,0,4,2,4,8,1,1,1,2,7,0,2,7,1,0,0,2,4,4,1,1,2,6,2,6,3,7,2,1,9,0,1,3,5,0,0,4,4
5,1,3,3,1,1,3,1,5,5,2,3,2,3,4,1,3,5,2,0,0,3,3,3,2,1,2,4,2,5,4,6,1,3,7,2,3,3,3,1,0,4,3
26,3,2,4,6,0,3,0,6,5,0,4,4,4,2,0,0,9,0,0,0,0,7,2,0,0,0,5,4,7,2,5,0,4,9,0,6,2,2,1,0,3,1
10,2,3,3,3,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,2,3,2,1,3,6,6,2,2,6,3,2,3,4,2,1,5,8
9,1,3,2,3,0,4,0,5,9,0,0,0,1,8,1,2,7,1,0,0,2,4,2,1,1,2,6,1,6,3,8,1,1,7,2,2,4,4,1,0,4,4
36,1,2,4,8,1,6,0,2,7,0,2,0,5,4,0,0,9,5,0,0,0,0,4,0,0,0,5,4,9,0,6,0,3,7,2,0,4,5,0,0,4,3
33,1,4,2,8,0,4,0,5,8,0,1,1,0,8,3,4,2,0,0,0,3,5,1,0,3,1,5,1,2,7,7,1,1,6,3,2,4,4,0,0,3,3
38,1,2,4,9,1,3,1,6,7,1,2,5,3,1,2,4,4,3,0,0,4,3,0,0,4,0,3,3,2,7,5,1,3,7,2,2,5,2,2,0,4,3
25,1,2,3,6,0,5,1,3,7,1,2,3,5,1,0,5,4,0,0,0,2,2,6,0,4,2,2,2,1,8,9,0,0,5,4,3,3,2,2,0,4,1
1,1,2,4,1,1,6,1,3,5,0,4,0,5,4,0,4,5,5,0,0,4,0,0,0,3,6,0,0,4,5,5,2,4,4,5,2,3,3,2,1,5,8
33,1,2,3,8,0,9,0,0,5,0,4,4,3,3,0,3,6,0,0,2,0,3,5,0,3,0,6,0,0,9,3,2,4,7,2,6,3,0,0,0,2,3
23,1,2,3,5,2,4,2,3,2,2,5,4,3,2,2,2,5,2,1,0,4,0,4,2,2,2,4,2,9,0,2,0,7,7,2,6,2,1,0,0,3,4
24,1,2,3,5,3,1,1,5,3,2,5,5,4,2,0,8,1,1,0,0,5,2,2,1,2,6,2,0,2,7,5,2,2,8,1,4,5,1,0,0,2,2
22,1,1,2,5,0,5,2,2,1,4,5,5,4,1,1,6,2,1,0,0,6,1,3,1,4,3,3,0,9,0,3,2,4,6,3,3,4,3,0,0,3,2
9,1,2,3,3,1,4,1,4,6,2,3,3,4,3,1,4,5,1,1,0,3,2,4,1,2,2,5,1,5,4,6,1,3,7,2,3,4,3,1,0,3,4
30,1,2,4,7,1,4,2,4,6,1,3,0,5,4,0,2,7,0,0,0,0,0,9,0,0,2,2,5,5,4,5,1,3,7,2,0,7,0,2,0,4,2
8,1,2,4,2,0,7,0,2,9,0,0,2,5,3,0,4,5,0,0,0,4,1,5,0,0,5,4,1,9,0,7,0,2,5,4,4,4,2,0,0,3,7
3,1,1,5,1,1,5,2,2,5,1,4,4,4,1,1,7,2,2,1,0,6,1,1,2,4,2,2,1,4,5,7,1,2,5,4,4,3,3,1,0,3,6
36,1,1,4,8,1,5,2,2,4,0,5,6,3,1,3,2,5,4,0,1,2,2,2,3,1,1,3,2,5,4,4,2,4,4,5,3,3,3,0,0,3,3
41,1,3,2,10,0,9,0,0,9,0,0,0,4,5,2,3,4,0,2,0,3,2,2,2,2,3,4,0,3,6,6,3,0,5,4,0,0,9,0,0,5,4
41,1,3,3,10,0,6,0,3,7,0,2,4,1,5,3,2,4,1,2,4,1,1,2,3,1,4,3,1,1,8,6,3,0,5,4,4,4,1,2,0,4,4
11,1,3,2,3,1,5,2,3,8,1,1,1,4,4,1,6,3,2,0,0,3,5,1,2,1,2,5,1,1,8,8,0,1,7,2,2,5,3,0,0,4,6
3,1,1,4,1,1,5,0,3,5,0,4,7,2,1,2,4,4,6,0,0,2,2,0,2,0,0,7,0,1,8,5,0,4,2,7,4,2,4,0,0,3,6
33,1,2,4,8,0,5,2,2,6,1,2,1,4,5,4,1,5,2,0,0,3,3,2,3,1,5,2,0,3,6,7,0,2,8,1,2,5,2,0,0,3,3
9,1,3,3,3,0,1,3,5,7,0,2,2,2,6,0,3,6,2,1,0,1,5,1,2,2,0,5,1,9,0,5,2,3,7,2,3,4,2,0,0,3,4
34,2,3,2,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4,6
41,1,2,3,10,1,4,1,4,7,1,2,3,5,2,0,5,4,2,0,0,3,0,4,0,4,3,2,0,2,7,6,2,1,5,4,3,2,0,4,0,6,4
21,1,3,2,5,3,4,0,3,4,3,3,0,4,5,0,4,5,3,0,0,2,5,1,2,0,2,6,0,9,0,5,0,4,9,0,6,1,3,0,0,3,2
3,1,2,4,1,0,4,0,5,6,0,3,2,5,3,3,4,3,3,0,2,3,2,0,2,0,5,1,2,6,3,4,3,3,4,5,3,2,3,3,0,5,6
2,1,4,2,1,1,4,1,4,7,1,2,2,4,4,5,4,0,0,5,4,0,0,0,9,0,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6
23,1,2,2,5,2,4,1,3,3,2,5,5,3,2,2,6,2,1,0,0,3,2,4,1,3,3,4,1,8,1,5,0,4,8,1,6,2,1,0,1,3,3
30,1,2,4,7,1,4,2,4,6,1,3,0,5,4,0,2,7,0,0,0,0,0,9,0,0,2,2,5,5,4,5,1,3,7,2,0,7,0,2,0,4,2
8,1,3,3,2,1,5,1,3,7,1,2,0,2,7,5,3,2,3,1,0,4,2,1,4,3,2,2,1,1,8,7,0,2,5,4,1,2,4,3,1,6,7
32,1,1,6,7,0,5,1,4,3,0,6,5,4,1,0,2,7,0,0,0,3,1,5,0,0,2,4,4,9,0,3,0,6,7,2,7,2,0,0,0,2,1
9,1,3,3,3,1,4,1,5,7,1,1,0,5,4,0,8,1,1,1,0,4,2,3,0,0,5,4,1,0,9,6,2,2,8,1,0,8,0,1,0,3,4
33,1,4,3,8,0,6,0,3,9,0,0,0,3,6,0,0,9,0,0,3,0,6,0,0,0,3,6,0,9,0,7,2,0,9,0,3,5,2,0,0,3,3
8,2,3,3,2,2,4,1,3,6,1,2,2,3,4,3,4,3,3,1,0,4,1,2,3,2,3,2,1,3,6,6,2,2,6,3,2,3,4,2,1,5,7
39,1,3,3,9,1,4,1,5,6,2,2,2,3,5,1,3,6,1,0,0,3,3,2,1,2,1,5,2,8,1,6,1,2,8,1,3,5,2,1,1,3,5
33,1,3,3,8,0,5,1,4,7,2,1,0,5,4,2,3,4,4,0,0,1,4,2,3,0,2,4,1,3,6,5,4,1,6,4,1,5,2,0,2,6,3
33,1,3,3,8,1,5,1,3,7,1,2,2,3,5,2,4,4,3,1,2,2,2,1,3,2,3,3,1,3,6,6,2,1,5,4,3,2,3,2,1,4,3
36,1,2,3,8,0,3,0,6,3,2,4,3,2,5,3,4,4,0,2,0,4,2,3,3,2,0,5,0,7,2,5,2,2,5,4,2,4,4,0,0,4,3
33,1,3,3,8,0,9,0,0,5,0,4,2,3,4,0,3,6,0,0,2,0,3,5,1,0,0,7,2,4,5,3,2,4,7,2,6,2,2,0,0,2,3
35,1,4,3,8,1,4,2,3,7,1,2,0,0,9,0,0,9,0,0,0,0,5,4,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,4,5
1,1,2,4,1,0,2,0,7,6,0,3,5,3,2,3,4,2,7,0,0,0,2,0,4,0,4,1,0,0,9,9,0,0,2,7,2,2,5,0,0,4,8
13,1,3,3,3,3,2,1,4,5,2,3,2,0,7,1,3,5,2,0,0,3,2,3,0,2,2,6,0,7,2,4,2,3,5,4,2,2,4,1,0,5,8
33,1,2,4,8,0,7,2,0,5,2,2,2,6,2,0,3,6,5,0,0,1,0,4,2,0,2,4,2,4,5,4,4,2,3,6,3,6,0,0,0,2,3
16,1,2,2,4,1,3,0,6,1,2,6,6,2,1,7,1,2,0,0,0,3,4,3,0,1,7,2,1,6,3,4,1,5,4,5,8,0,1,0,0,1,1
39,2,3,3,9,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,1,3,2,4,1,3,6,6,2,2,6,3,2,4,3,1,1,4,5
13,1,3,3,3,0,6,0,3,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,7,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,4,6
3,1,2,4,1,0,4,2,4,5,1,3,2,5,3,2,3,4,3,1,0,2,3,3,3,1,2,3,1,3,6,7,1,2,5,4,3,3,3,1,0,4,6
13,1,4,2,3,2,4,0,3,7,0,2,1,3,6,5,4,1,6,0,0,3,0,1,5,2,1,2,0,4,5,7,1,2,5,4,2,2,6,0,0,4,6
33,1,4,2,8,0,6,2,1,6,1,2,0,1,8,1,1,8,1,0,0,2,2,5,1,0,1,6,3,8,1,6,1,2,8,1,4,4,2,0,1,3,3
